$DateFormat=mm/dd/yyyy,
9/27/1934,208
9/28/1934,208
9/29/1934,190
9/30/1934,186
10/1/1934,191
10/2/1934,195
10/3/1934,195
10/4/1934,195
10/5/1934,187
10/6/1934,180
10/7/1934,178
10/8/1934,178
10/9/1934,182
10/10/1934,182
10/11/1934,180
10/12/1934,174
10/13/1934,164
10/14/1934,166
10/15/1934,168
10/16/1934,189
10/17/1934,176
10/18/1934,172
10/19/1934,164
10/20/1934,162
10/21/1934,150
10/22/1934,148
10/23/1934,158
10/24/1934,162
10/25/1934,158
10/26/1934,156
10/27/1934,156
10/28/1934,162
10/29/1934,138
10/30/1934,132
10/31/1934,128
11/1/1934,132
11/2/1934,134
11/3/1934,122
11/4/1934,104
11/5/1934,100
11/6/1934,95
11/7/1934,98
11/8/1934,108
11/9/1934,112
11/10/1934,112
11/11/1934,104
11/12/1934,96
11/13/1934,110
11/14/1934,106
11/15/1934,104
11/16/1934,100
11/17/1934,104
11/18/1934,104
11/19/1934,102
11/20/1934,98
11/21/1934,95
11/22/1934,96
11/23/1934,87
11/24/1934,98
11/25/1934,93
11/26/1934,80
11/27/1934,80
11/28/1934,80
11/29/1934,80
11/30/1934,80
12/1/1934,65
12/2/1934,65
12/3/1934,65
12/4/1934,65
12/5/1934,65
12/6/1934,65
12/7/1934,65
12/8/1934,65
12/9/1934,65
12/10/1934,65
12/11/1934,65
12/12/1934,65
12/13/1934,65
12/14/1934,65
12/15/1934,65
12/16/1934,65
12/17/1934,65
12/18/1934,65
12/19/1934,65
12/20/1934,65
12/21/1934,65
12/22/1934,65
12/23/1934,65
12/24/1934,65
12/25/1934,65
12/26/1934,65
12/27/1934,65
12/28/1934,65
12/29/1934,65
12/30/1934,65
12/31/1934,65
1/1/1935,60
1/2/1935,60
1/3/1935,60
1/4/1935,60
1/5/1935,60
1/6/1935,60
1/7/1935,60
1/8/1935,60
1/9/1935,60
1/10/1935,60
1/11/1935,60
1/12/1935,60
1/13/1935,60
1/14/1935,60
1/15/1935,60
1/16/1935,60
1/17/1935,60
1/18/1935,60
1/19/1935,60
1/20/1935,60
1/21/1935,60
1/22/1935,60
1/23/1935,60
1/24/1935,60
1/25/1935,60
1/26/1935,60
1/27/1935,60
1/28/1935,60
1/29/1935,60
1/30/1935,60
1/31/1935,60
2/1/1935,59
2/2/1935,59
2/3/1935,59
2/4/1935,59
2/5/1935,59
2/6/1935,59
2/7/1935,59
2/8/1935,59
2/9/1935,59
2/10/1935,59
2/11/1935,59
2/12/1935,59
2/13/1935,59
2/14/1935,59
2/15/1935,59
2/16/1935,59
2/17/1935,59
2/18/1935,59
2/19/1935,59
2/20/1935,59
2/21/1935,59
2/22/1935,59
2/23/1935,59
2/24/1935,59
2/25/1935,59
2/26/1935,59
2/27/1935,59
2/28/1935,59
3/1/1935,60
3/2/1935,60
3/3/1935,60
3/4/1935,60
3/5/1935,60
3/6/1935,60
3/7/1935,60
3/8/1935,60
3/9/1935,60
3/10/1935,60
3/11/1935,60
3/12/1935,60
3/13/1935,60
3/14/1935,60
3/15/1935,60
3/16/1935,70
3/17/1935,70
3/18/1935,70
3/19/1935,70
3/20/1935,70
3/21/1935,86
3/22/1935,106
3/23/1935,96
3/24/1935,168
3/25/1935,176
3/26/1935,118
3/27/1935,96
3/28/1935,96
3/29/1935,95
3/30/1935,95
3/31/1935,98
4/1/1935,118
4/2/1935,118
4/3/1935,118
4/4/1935,120
4/5/1935,114
4/6/1935,116
4/7/1935,108
4/8/1935,98
4/9/1935,96
4/10/1935,93
4/11/1935,87
4/12/1935,84
4/13/1935,86
4/14/1935,87
4/15/1935,98
4/16/1935,106
4/17/1935,110
4/18/1935,116
4/19/1935,128
4/20/1935,162
4/21/1935,191
4/22/1935,202
4/23/1935,160
4/24/1935,206
4/25/1935,209
4/26/1935,140
4/27/1935,134
4/28/1935,174
4/29/1935,189
4/30/1935,178
5/1/1935,174
5/2/1935,182
5/3/1935,162
5/4/1935,144
5/5/1935,136
5/6/1935,140
5/7/1935,146
5/8/1935,160
5/9/1935,209
5/10/1935,200
5/11/1935,193
5/12/1935,191
5/13/1935,200
5/14/1935,240
5/15/1935,348
5/16/1935,364
5/17/1935,429
5/18/1935,581
5/19/1935,445
5/20/1935,388
5/21/1935,368
5/22/1935,453
5/23/1935,565
5/24/1935,591
5/25/1935,586
5/26/1935,550
5/27/1935,560
5/28/1935,550
5/29/1935,513
5/30/1935,508
5/31/1935,504
6/1/1935,457
6/2/1935,449
6/3/1935,449
6/4/1935,445
6/5/1935,461
6/6/1935,457
6/7/1935,475
6/8/1935,500
6/9/1935,550
6/10/1935,602
6/11/1935,697
6/12/1935,789
6/13/1935,828
6/14/1935,776
6/15/1935,720
6/16/1935,697
6/17/1935,546
6/18/1935,478
6/19/1935,465
6/20/1935,555
6/21/1935,576
6/22/1935,550
6/23/1935,541
6/24/1935,607
6/25/1935,629
6/26/1935,571
6/27/1935,474
6/28/1935,508
6/29/1935,499
6/30/1935,482
7/1/1935,478
7/2/1935,457
7/3/1935,433
7/4/1935,437
7/5/1935,445
7/6/1935,482
7/7/1935,491
7/8/1935,482
7/9/1935,469
7/10/1935,478
7/11/1935,499
7/12/1935,536
7/13/1935,546
7/14/1935,726
7/15/1935,703
7/16/1935,478
7/17/1935,449
7/18/1935,495
7/19/1935,624
7/20/1935,776
7/21/1935,789
7/22/1935,802
7/23/1935,1090
7/24/1935,1360
7/25/1935,940
7/26/1935,691
7/27/1935,504
7/28/1935,399
7/29/1935,399
7/30/1935,607
7/31/1935,1280
8/1/1935,1460
8/2/1935,1140
8/3/1935,828
8/4/1935,763
8/5/1935,646
8/6/1935,646
8/7/1935,656
8/8/1935,546
8/9/1935,612
8/10/1935,602
8/11/1935,457
8/12/1935,469
8/13/1935,491
8/14/1935,388
8/15/1935,368
8/16/1935,418
8/17/1935,508
8/18/1935,453
8/19/1935,414
8/20/1935,461
8/21/1935,399
8/22/1935,403
8/23/1935,651
8/24/1935,618
8/25/1935,679
8/26/1935,651
8/27/1935,624
8/28/1935,425
8/29/1935,470
8/30/1935,495
8/31/1935,345
9/1/1935,403
9/2/1935,399
9/3/1935,364
9/4/1935,348
9/5/1935,316
9/6/1935,300
9/7/1935,300
9/8/1935,300
9/9/1935,300
9/10/1935,300
9/11/1935,300
9/12/1935,300
9/13/1935,302
9/14/1935,290
9/15/1935,229
9/16/1935,262
9/17/1935,250
9/18/1935,250
9/19/1935,240
9/20/1935,229
9/21/1935,294
9/22/1935,254
9/23/1935,260
9/24/1935,275
9/25/1935,300
9/26/1935,300
9/27/1935,330
9/28/1935,300
9/29/1935,300
9/30/1935,300
10/1/1935,250
10/2/1935,250
10/3/1935,250
10/4/1935,250
10/5/1935,250
10/6/1935,250
10/7/1935,237
10/8/1935,225
10/9/1935,225
10/10/1935,220
10/11/1935,220
10/12/1935,307
10/13/1935,224
10/14/1935,190
10/15/1935,174
10/16/1935,171
10/17/1935,178
10/18/1935,181
10/19/1935,212
10/20/1935,217
10/21/1935,207
10/22/1935,217
10/23/1935,265
10/24/1935,250
10/25/1935,205
10/26/1935,200
10/27/1935,207
10/28/1935,210
10/29/1935,232
10/30/1935,224
10/31/1935,190
11/1/1935,162
11/2/1935,167
11/3/1935,160
11/4/1935,153
11/5/1935,134
11/6/1935,140
11/7/1935,140
11/8/1935,140
11/9/1935,136
11/10/1935,132
11/11/1935,124
11/12/1935,132
11/13/1935,138
11/14/1935,140
11/15/1935,149
11/16/1935,142
11/17/1935,149
11/18/1935,158
11/19/1935,149
11/20/1935,147
11/21/1935,130
11/22/1935,126
11/23/1935,128
11/24/1935,126
11/25/1935,128
11/26/1935,162
11/27/1935,151
11/28/1935,142
11/29/1935,130
11/30/1935,105
12/1/1935,79
12/2/1935,40
12/3/1935,44
12/4/1935,49
12/5/1935,61
12/6/1935,68
12/7/1935,71
12/8/1935,72
12/9/1935,72
12/10/1935,56
12/11/1935,41
12/12/1935,59
12/13/1935,82
12/14/1935,83
12/15/1935,53
12/16/1935,39
12/17/1935,27
12/18/1935,28
12/19/1935,31
12/20/1935,34
12/21/1935,39
12/22/1935,53
12/23/1935,54
12/24/1935,56
12/25/1935,57
12/26/1935,65
12/27/1935,64
12/28/1935,66
12/29/1935,62
12/30/1935,57
12/31/1935,57
1/1/1936,59
1/2/1936,57
1/3/1936,55
1/4/1936,53
1/5/1936,56
1/6/1936,56
1/7/1936,54
1/8/1936,41
1/9/1936,43
1/10/1936,44
1/11/1936,45
1/12/1936,52
1/13/1936,59
1/14/1936,56
1/15/1936,51
1/16/1936,59
1/17/1936,60
1/18/1936,40
1/19/1936,34
1/20/1936,39
1/21/1936,42
1/22/1936,45
1/23/1936,50
1/24/1936,53
1/25/1936,53
1/26/1936,53
1/27/1936,46
1/28/1936,45
1/29/1936,46
1/30/1936,45
1/31/1936,49
2/1/1936,45
2/2/1936,46
2/3/1936,47
2/4/1936,42
2/5/1936,45
2/6/1936,41
2/7/1936,49
2/8/1936,45
2/9/1936,52
2/10/1936,52
2/11/1936,54
2/12/1936,54
2/13/1936,58
2/14/1936,60
2/15/1936,64
2/16/1936,61
2/17/1936,58
2/18/1936,51
2/19/1936,51
2/20/1936,54
2/21/1936,58
2/22/1936,62
2/23/1936,70
2/24/1936,76
2/25/1936,69
2/26/1936,51
2/27/1936,62
2/28/1936,62
2/29/1936,65
3/1/1936,73
3/2/1936,66
3/3/1936,63
3/4/1936,94
3/5/1936,81
3/6/1936,77
3/7/1936,81
3/8/1936,81
3/9/1936,79
3/10/1936,86
3/11/1936,65
3/12/1936,65
3/13/1936,74
3/14/1936,81
3/15/1936,81
3/16/1936,75
3/17/1936,68
3/18/1936,74
3/19/1936,74
3/20/1936,72
3/21/1936,73
3/22/1936,80
3/23/1936,67
3/24/1936,58
3/25/1936,58
3/26/1936,56
3/27/1936,56
3/28/1936,54
3/29/1936,53
3/30/1936,53
3/31/1936,50
4/1/1936,76
4/2/1936,54
4/3/1936,82
4/4/1936,83
4/5/1936,75
4/6/1936,53
4/7/1936,70
4/8/1936,74
4/9/1936,90
4/10/1936,81
4/11/1936,91
4/12/1936,91
4/13/1936,110
4/14/1936,151
4/15/1936,277
4/16/1936,455
4/17/1936,388
4/18/1936,320
4/19/1936,310
4/20/1936,352
4/21/1936,396
4/22/1936,392
4/23/1936,427
4/24/1936,415
4/25/1936,400
4/26/1936,468
4/27/1936,468
4/28/1936,427
4/29/1936,381
4/30/1936,363
5/1/1936,326
5/2/1936,342
5/3/1936,377
5/4/1936,435
5/5/1936,486
5/6/1936,515
5/7/1936,439
5/8/1936,411
5/9/1936,407
5/10/1936,892
5/11/1936,878
5/12/1936,995
5/13/1936,988
5/14/1936,857
5/15/1936,958
5/16/1936,942
5/17/1936,920
5/18/1936,837
5/19/1936,906
5/20/1936,1060
5/21/1936,1090
5/22/1936,969
5/23/1936,995
5/24/1936,920
5/25/1936,913
5/26/1936,1170
5/27/1936,1130
5/28/1936,1300
5/29/1936,1520
5/30/1936,1550
5/31/1936,1570
6/1/1936,1220
6/2/1936,1150
6/3/1936,1330
6/4/1936,1130
6/5/1936,1010
6/6/1936,857
6/7/1936,850
6/8/1936,796
6/9/1936,724
6/10/1936,899
6/11/1936,770
6/12/1936,694
6/13/1936,647
6/14/1936,630
6/15/1936,614
6/16/1936,603
6/17/1936,630
6/18/1936,731
6/19/1936,647
6/20/1936,700
6/21/1936,676
6/22/1936,950
6/23/1936,1060
6/24/1936,1460
6/25/1936,1750
6/26/1936,1690
6/27/1936,1280
6/28/1936,837
6/29/1936,823
6/30/1936,837
7/1/1936,1180
7/2/1936,899
7/3/1936,694
7/4/1936,625
7/5/1936,468
7/6/1936,435
7/7/1936,385
7/8/1936,392
7/9/1936,447
7/10/1936,608
7/11/1936,545
7/12/1936,744
7/13/1936,1190
7/14/1936,1160
7/15/1936,1020
7/16/1936,770
7/17/1936,682
7/18/1936,630
7/19/1936,566
7/20/1936,566
7/21/1936,652
7/22/1936,738
7/23/1936,625
7/24/1936,550
7/25/1936,431
7/26/1936,491
7/27/1936,525
7/28/1936,694
7/29/1936,928
7/30/1936,1610
7/31/1936,1020
8/1/1936,1480
8/2/1936,1680
8/3/1936,1560
8/4/1936,1110
8/5/1936,1240
8/6/1936,1170
8/7/1936,995
8/8/1936,823
8/9/1936,744
8/10/1936,1170
8/11/1936,1540
8/12/1936,1640
8/13/1936,776
8/14/1936,1070
8/15/1936,1100
8/16/1936,783
8/17/1936,718
8/18/1936,942
8/19/1936,1180
8/20/1936,1280
8/21/1936,1340
8/22/1936,1170
8/23/1936,1060
8/24/1936,796
8/25/1936,455
8/26/1936,496
8/27/1936,625
8/28/1936,636
8/29/1936,647
8/30/1936,535
8/31/1936,652
9/1/1936,630
9/2/1936,545
9/3/1936,587
9/4/1936,598
9/5/1936,439
9/6/1936,411
9/7/1936,435
9/8/1936,630
9/9/1936,642
9/10/1936,700
9/11/1936,694
9/12/1936,676
9/13/1936,491
9/14/1936,455
9/15/1936,385
9/16/1936,342
9/17/1936,339
9/18/1936,336
9/19/1936,332
9/20/1936,310
9/21/1936,307
9/22/1936,316
9/23/1936,320
9/24/1936,323
9/25/1936,329
9/26/1936,316
9/27/1936,304
9/28/1936,310
9/29/1936,304
9/30/1936,381
10/1/1936,490
10/2/1936,577
10/3/1936,525
10/4/1936,525
10/5/1936,394
10/6/1936,402
10/7/1936,377
10/8/1936,358
10/9/1936,347
10/10/1936,347
10/11/1936,347
10/12/1936,310
10/13/1936,206
10/14/1936,166
10/15/1936,170
10/16/1936,174
10/17/1936,174
10/18/1936,168
10/19/1936,162
10/20/1936,164
10/21/1936,157
10/22/1936,153
10/23/1936,157
10/24/1936,153
10/25/1936,161
10/26/1936,163
10/27/1936,165
10/28/1936,178
10/29/1936,182
10/30/1936,178
10/31/1936,168
11/1/1936,159
11/2/1936,152
11/3/1936,122
11/4/1936,140
11/5/1936,164
11/6/1936,183
11/7/1936,167
11/8/1936,146
11/9/1936,141
11/10/1936,144
11/11/1936,143
11/12/1936,141
11/13/1936,134
11/14/1936,143
11/15/1936,139
11/16/1936,139
11/17/1936,138
11/18/1936,139
11/19/1936,130
11/20/1936,126
11/21/1936,150
11/22/1936,134
11/23/1936,138
11/24/1936,118
11/25/1936,122
11/26/1936,148
11/27/1936,141
11/28/1936,133
11/29/1936,124
11/30/1936,124
12/1/1936,122
12/2/1936,126
12/3/1936,132
12/4/1936,124
12/5/1936,115
12/6/1936,100
12/7/1936,88
12/8/1936,81
12/9/1936,78
12/10/1936,80
12/11/1936,81
12/12/1936,83
12/13/1936,85
12/14/1936,80
12/15/1936,78
12/16/1936,77
12/17/1936,76
12/18/1936,75
12/19/1936,75
12/20/1936,72
12/21/1936,71
12/22/1936,70
12/23/1936,70
12/24/1936,70
12/25/1936,70
12/26/1936,74
12/27/1936,70
12/28/1936,68
12/29/1936,66
12/30/1936,60
12/31/1936,52
1/1/1937,58
1/2/1937,50
1/3/1937,45
1/4/1937,44
1/5/1937,43
1/6/1937,42
1/7/1937,42
1/8/1937,42
1/9/1937,42
1/10/1937,42
1/11/1937,43
1/12/1937,45
1/13/1937,47
1/14/1937,50
1/15/1937,55
1/16/1937,58
1/17/1937,64
1/18/1937,63
1/19/1937,58
1/20/1937,60
1/21/1937,62
1/22/1937,62
1/23/1937,62
1/24/1937,62
1/25/1937,62
1/26/1937,62
1/27/1937,62
1/28/1937,62
1/29/1937,62
1/30/1937,62
1/31/1937,62
2/1/1937,63
2/2/1937,65
2/3/1937,66
2/4/1937,72
2/5/1937,74
2/6/1937,78
2/7/1937,80
2/8/1937,83
2/9/1937,86
2/10/1937,89
2/11/1937,90
2/12/1937,90
2/13/1937,91
2/14/1937,93
2/15/1937,95
2/16/1937,95
2/17/1937,99
2/18/1937,100
2/19/1937,101
2/20/1937,104
2/21/1937,104
2/22/1937,104
2/23/1937,100
2/24/1937,99
2/25/1937,90
2/26/1937,87
2/27/1937,84
2/28/1937,81
3/1/1937,79
3/2/1937,73
3/3/1937,73
3/4/1937,72
3/5/1937,73
3/6/1937,80
3/7/1937,90
3/8/1937,102
3/9/1937,114
3/10/1937,120
3/11/1937,123
3/12/1937,125
3/13/1937,130
3/14/1937,130
3/15/1937,130
3/16/1937,125
3/17/1937,120
3/18/1937,115
3/19/1937,115
3/20/1937,98
3/21/1937,100
3/22/1937,94
3/23/1937,97
3/24/1937,83
3/25/1937,87
3/26/1937,78
3/27/1937,77
3/28/1937,78
3/29/1937,82
3/30/1937,76
3/31/1937,82
4/1/1937,84
4/2/1937,89
4/3/1937,89
4/4/1937,82
4/5/1937,78
4/6/1937,84
4/7/1937,83
4/8/1937,78
4/9/1937,90
4/10/1937,100
4/11/1937,112
4/12/1937,136
4/13/1937,150
4/14/1937,196
4/15/1937,221
4/16/1937,275
4/17/1937,424
4/18/1937,300
4/19/1937,377
4/20/1937,414
4/21/1937,442
4/22/1937,505
4/23/1937,470
4/24/1937,470
4/25/1937,480
4/26/1937,455
4/27/1937,419
4/28/1937,406
4/29/1937,385
4/30/1937,291
5/1/1937,275
5/2/1937,247
5/3/1937,250
5/4/1937,269
5/5/1937,272
5/6/1937,323
5/7/1937,337
5/8/1937,347
5/9/1937,373
5/10/1937,410
5/11/1937,347
5/12/1937,365
5/13/1937,480
5/14/1937,525
5/15/1937,588
5/16/1937,604
5/17/1937,654
5/18/1937,654
5/19/1937,566
5/20/1937,643
5/21/1937,616
5/22/1937,604
5/23/1937,610
5/24/1937,485
5/25/1937,465
5/26/1937,470
5/27/1937,577
5/28/1937,616
5/29/1937,470
5/30/1937,520
5/31/1937,671
6/1/1937,540
6/2/1937,530
6/3/1937,535
6/4/1937,460
6/5/1937,428
6/6/1937,398
6/7/1937,381
6/8/1937,373
6/9/1937,377
6/10/1937,358
6/11/1937,358
6/12/1937,358
6/13/1937,344
6/14/1937,337
6/15/1937,358
6/16/1937,316
6/17/1937,300
6/18/1937,291
6/19/1937,284
6/20/1937,266
6/21/1937,266
6/22/1937,272
6/23/1937,258
6/24/1937,256
6/25/1937,261
6/26/1937,626
6/27/1937,555
6/28/1937,856
6/29/1937,955
6/30/1937,822
7/1/1937,520
7/2/1937,480
7/3/1937,505
7/4/1937,402
7/5/1937,398
7/6/1937,470
7/7/1937,373
7/8/1937,369
7/9/1937,362
7/10/1937,373
7/11/1937,495
7/12/1937,500
7/13/1937,683
7/14/1937,796
7/15/1937,632
7/16/1937,347
7/17/1937,373
7/18/1937,402
7/19/1937,560
7/20/1937,555
7/21/1937,485
7/22/1937,475
7/23/1937,475
7/24/1937,333
7/25/1937,272
7/26/1937,307
7/27/1937,406
7/28/1937,475
7/29/1937,610
7/30/1937,410
7/31/1937,406
8/1/1937,550
8/2/1937,505
8/3/1937,437
8/4/1937,284
8/5/1937,291
8/6/1937,406
8/7/1937,475
8/8/1937,442
8/9/1937,424
8/10/1937,410
8/11/1937,323
8/12/1937,269
8/13/1937,242
8/14/1937,240
8/15/1937,245
8/16/1937,424
8/17/1937,599
8/18/1937,485
8/19/1937,577
8/20/1937,707
8/21/1937,555
8/22/1937,323
8/23/1937,228
8/24/1937,261
8/25/1937,320
8/26/1937,385
8/27/1937,355
8/28/1937,278
8/29/1937,310
8/30/1937,337
8/31/1937,358
9/1/1937,303
9/2/1937,313
9/3/1937,316
9/4/1937,297
9/5/1937,326
9/6/1937,313
9/7/1937,320
9/8/1937,333
9/9/1937,320
9/10/1937,245
9/11/1937,221
9/12/1937,217
9/13/1937,212
9/14/1937,224
9/15/1937,228
9/16/1937,198
9/17/1937,198
9/18/1937,221
9/19/1937,210
9/20/1937,189
9/21/1937,187
9/22/1937,184
9/23/1937,191
9/24/1937,210
9/25/1937,194
9/26/1937,196
9/27/1937,194
9/28/1937,178
9/29/1937,173
9/30/1937,178
10/1/1937,240
10/2/1937,247
10/3/1937,278
10/4/1937,228
10/5/1937,208
10/6/1937,203
10/7/1937,201
10/8/1937,212
10/9/1937,196
10/10/1937,191
10/11/1937,189
10/12/1937,208
10/13/1937,258
10/14/1937,242
10/15/1937,196
10/16/1937,208
10/17/1937,226
10/18/1937,226
10/19/1937,224
10/20/1937,219
10/21/1937,228
10/22/1937,264
10/23/1937,258
10/24/1937,235
10/25/1937,228
10/26/1937,214
10/27/1937,198
10/28/1937,155
10/29/1937,157
10/30/1937,150
10/31/1937,148
11/1/1937,150
11/2/1937,153
11/3/1937,143
11/4/1937,138
11/5/1937,134
11/6/1937,122
11/7/1937,120
11/8/1937,119
11/9/1937,114
11/10/1937,116
11/11/1937,116
11/12/1937,114
11/13/1937,107
11/14/1937,104
11/15/1937,100
11/16/1937,95
11/17/1937,90
11/18/1937,85
11/19/1937,80
11/20/1937,90
11/21/1937,95
11/22/1937,85
11/23/1937,80
11/24/1937,90
11/25/1937,85
11/26/1937,70
11/27/1937,65
11/28/1937,55
11/29/1937,50
11/30/1937,50
12/1/1937,55
12/2/1937,55
12/3/1937,65
12/4/1937,65
12/5/1937,65
12/6/1937,70
12/7/1937,55
12/8/1937,50
12/9/1937,50
12/10/1937,55
12/11/1937,90
12/12/1937,100
12/13/1937,95
12/14/1937,75
12/15/1937,80
12/16/1937,84
12/17/1937,75
12/18/1937,60
12/19/1937,50
12/20/1937,40
12/21/1937,40
12/22/1937,45
12/23/1937,55
12/24/1937,80
12/25/1937,80
12/26/1937,70
12/27/1937,70
12/28/1937,75
12/29/1937,90
12/30/1937,110
12/31/1937,95
1/1/1938,75
1/2/1938,85
1/3/1938,80
1/4/1938,75
1/5/1938,70
1/6/1938,65
1/7/1938,60
1/8/1938,65
1/9/1938,70
1/10/1938,80
1/11/1938,75
1/12/1938,75
1/13/1938,79
1/14/1938,80
1/15/1938,85
1/16/1938,90
1/17/1938,95
1/18/1938,90
1/19/1938,85
1/20/1938,80
1/21/1938,75
1/22/1938,65
1/23/1938,60
1/24/1938,60
1/25/1938,55
1/26/1938,50
1/27/1938,55
1/28/1938,60
1/29/1938,60
1/30/1938,60
1/31/1938,55
2/1/1938,60
2/2/1938,65
2/3/1938,70
2/4/1938,75
2/5/1938,75
2/6/1938,70
2/7/1938,65
2/8/1938,70
2/9/1938,70
2/10/1938,70
2/11/1938,70
2/12/1938,75
2/13/1938,75
2/14/1938,70
2/15/1938,65
2/16/1938,55
2/17/1938,50
2/18/1938,50
2/19/1938,55
2/20/1938,70
2/21/1938,75
2/22/1938,80
2/23/1938,85
2/24/1938,100
2/25/1938,55
2/26/1938,85
2/27/1938,80
2/28/1938,75
3/1/1938,85
3/2/1938,80
3/3/1938,80
3/4/1938,95
3/5/1938,90
3/6/1938,65
3/7/1938,65
3/8/1938,60
3/9/1938,75
3/10/1938,75
3/11/1938,85
3/12/1938,85
3/13/1938,90
3/14/1938,85
3/15/1938,75
3/16/1938,75
3/17/1938,70
3/18/1938,80
3/19/1938,80
3/20/1938,75
3/21/1938,85
3/22/1938,80
3/23/1938,85
3/24/1938,120
3/25/1938,143
3/26/1938,153
3/27/1938,150
3/28/1938,159
3/29/1938,169
3/30/1938,171
3/31/1938,140
4/1/1938,130
4/2/1938,100
4/3/1938,100
4/4/1938,105
4/5/1938,110
4/6/1938,130
4/7/1938,120
4/8/1938,100
4/9/1938,99
4/10/1938,115
4/11/1938,114
4/12/1938,114
4/13/1938,131
4/14/1938,313
4/15/1938,510
4/16/1938,566
4/17/1938,707
4/18/1938,744
4/19/1938,965
4/20/1938,1010
4/21/1938,825
4/22/1938,626
4/23/1938,616
4/24/1938,577
4/25/1938,577
4/26/1938,738
4/27/1938,860
4/28/1938,555
4/29/1938,626
4/30/1938,665
5/1/1938,797
5/2/1938,683
5/3/1938,695
5/4/1938,654
5/5/1938,665
5/6/1938,643
5/7/1938,632
5/8/1938,648
5/9/1938,665
5/10/1938,701
5/11/1938,770
5/12/1938,825
5/13/1938,832
5/14/1938,902
5/15/1938,944
5/16/1938,1010
5/17/1938,951
5/18/1938,909
5/19/1938,853
5/20/1938,846
5/21/1938,895
5/22/1938,1010
5/23/1938,937
5/24/1938,902
5/25/1938,902
5/26/1938,958
5/27/1938,1050
5/28/1938,1180
5/29/1938,1470
5/30/1938,1550
5/31/1938,1430
6/1/1938,1440
6/2/1938,1430
6/3/1938,1400
6/4/1938,1340
6/5/1938,1200
6/6/1938,1150
6/7/1938,1030
6/8/1938,1060
6/9/1938,1250
6/10/1938,1390
6/11/1938,1240
6/12/1938,923
6/13/1938,951
6/14/1938,839
6/15/1938,758
6/16/1938,758
6/17/1938,732
6/18/1938,719
6/19/1938,648
6/20/1938,654
6/21/1938,707
6/22/1938,719
6/23/1938,832
6/24/1938,707
6/25/1938,665
6/26/1938,643
6/27/1938,654
6/28/1938,671
6/29/1938,701
6/30/1938,689
7/1/1938,638
7/2/1938,818
7/3/1938,818
7/4/1938,770
7/5/1938,654
7/6/1938,540
7/7/1938,495
7/8/1938,428
7/9/1938,385
7/10/1938,377
7/11/1938,362
7/12/1938,351
7/13/1938,344
7/14/1938,398
7/15/1938,505
7/16/1938,550
7/17/1938,632
7/18/1938,689
7/19/1938,648
7/20/1938,665
7/21/1938,446
7/22/1938,442
7/23/1938,394
7/24/1938,358
7/25/1938,414
7/26/1938,424
7/27/1938,419
7/28/1938,616
7/29/1938,725
7/30/1938,643
7/31/1938,520
8/1/1938,500
8/2/1938,660
8/3/1938,572
8/4/1938,510
8/5/1938,520
8/6/1938,648
8/7/1938,424
8/8/1938,470
8/9/1938,351
8/10/1938,406
8/11/1938,550
8/12/1938,638
8/13/1938,732
8/14/1938,902
8/15/1938,660
8/16/1938,701
8/17/1938,566
8/18/1938,465
8/19/1938,432
8/20/1938,390
8/21/1938,347
8/22/1938,485
8/23/1938,495
8/24/1938,450
8/25/1938,437
8/26/1938,804
8/27/1938,846
8/28/1938,764
8/29/1938,909
8/30/1938,1080
8/31/1938,909
9/1/1938,1040
9/2/1938,1350
9/3/1938,1130
9/4/1938,1020
9/5/1938,958
9/6/1938,825
9/7/1938,751
9/8/1938,751
9/9/1938,654
9/10/1938,604
9/11/1938,648
9/12/1938,895
9/13/1938,965
9/14/1938,784
9/15/1938,738
9/16/1938,725
9/17/1938,719
9/18/1938,665
9/19/1938,626
9/20/1938,566
9/21/1938,545
9/22/1938,525
9/23/1938,500
9/24/1938,485
9/25/1938,475
9/26/1938,465
9/27/1938,572
9/28/1938,550
9/29/1938,540
9/30/1938,555
10/1/1938,555
10/2/1938,515
10/3/1938,515
10/4/1938,500
10/5/1938,490
10/6/1938,460
10/7/1938,515
10/8/1938,638
10/9/1938,784
10/10/1938,594
10/11/1938,654
10/12/1938,671
10/13/1938,599
10/14/1938,610
10/15/1938,599
10/16/1938,566
10/17/1938,530
10/18/1938,428
10/19/1938,398
10/20/1938,358
10/21/1938,347
10/22/1938,337
10/23/1938,326
10/24/1938,355
10/25/1938,355
10/26/1938,351
10/27/1938,355
10/28/1938,347
10/29/1938,337
10/30/1938,340
10/31/1938,337
11/1/1938,313
11/2/1938,307
11/3/1938,307
11/4/1938,300
11/5/1938,323
11/6/1938,242
11/7/1938,187
11/8/1938,233
11/9/1938,256
11/10/1938,235
11/11/1938,221
11/12/1938,208
11/13/1938,180
11/14/1938,191
11/15/1938,198
11/16/1938,212
11/17/1938,214
11/18/1938,187
11/19/1938,194
11/20/1938,191
11/21/1938,180
11/22/1938,150
11/23/1938,157
11/24/1938,125
11/25/1938,151
11/26/1938,122
11/27/1938,194
11/28/1938,169
11/29/1938,173
11/30/1938,194
12/1/1938,189
12/2/1938,180
12/3/1938,159
12/4/1938,169
12/5/1938,178
12/6/1938,169
12/7/1938,159
12/8/1938,167
12/9/1938,157
12/10/1938,157
12/11/1938,151
12/12/1938,130
12/13/1938,108
12/14/1938,110
12/15/1938,169
12/16/1938,187
12/17/1938,130
12/18/1938,120
12/19/1938,161
