SITE_NO,STATION_NM,REG,SQMI,ABS_DIFF
02062000,"BIG OTTER RIVER NEAR ALTAVISTA, VA",03,361.9685,0.0001
02062500,"ROANOKE (STAUNTON) RIVER AT BROOKNEAL, VA",03,2405.0242,0.0004
02063500,"FALLING RIVER AT SPRING MILLS, VA",03,45.6637,0.0738
02064000,"FALLING RIVER NEAR NARUNA, VA",03,165.1613,0.0010
02064500,"LITTLE FALLING RIVER AT HAT CREEK, VA",03,39.3261,0.0032
02065000,"FALLING RIVER NEAR BROOKNEAL, VA",03,222.1413,0.0006
02065200,"ROANOKE (STAUNTON) RIVER AT CLARKTON, VA",03,2683.1882,0.0004
02065500,"CUB CREEK AT PHENIX, VA",03,97.7451,0.0015
02066000,"ROANOKE (STAUNTON) RIVER AT RANDOLPH, VA",03,2967.6831,0.0006
02066500,"ROANOKE CREEK AT SAXE, VA",03,135.2813,0.0021
02067000,"ROANOKE (STAUNTON) RIVER NEAR CLOVER, VA",03,3228.4497,0.0004
02068000,"DAN R NR ASBURY, NC",03,69.8823,0.0213
02068500,"DAN RIVER NEAR FRANCISCO, NC",03,124.2002,0.0372
02069000,"DAN R AT PINE HALL, NC",03,494.3209,0.0133
02069700,"SOUTH MAYO RIVER NEAR NETTLERIDGE, VA",03,85.3797,0.0014
02070000,"NORTH MAYO RIVER NEAR SPENCER, VA",03,107.4967,0.0047
02070500,"MAYO RIVER NEAR PRICE, NC",03,259.7071,0.0732
02071000,"DAN RIVER NEAR WENTWORTH, NC",03,1045.0793,0.0075
02071500,"DAN R AT LEAKSVILLE, NC",03,1141.0894,0.0077
02071530,"SMITH RIVER AT SMITH RIV CHURCH NR WOOLWINE, VA",03,26.2828,0.0007
02071900,"PHILPOTT RES AT PHILPOTT DAM NR PHILPOTT, VA",03,214.6178,0.0029
02072000,"SMITH RIVER NEAR PHILPOTT, VA",03,215.3465,0.0016
02072500,"SMITH RIVER AT BASSETT, VA",03,258.7115,0.0011
02073000,"SMITH RIVER AT MARTINSVILLE, VA",03,379.3489,0.0009
02073500,"LEATHERWOOD CREEK NEAR OLD LIBERTY, VA",03,68.2943,0.0015
02074000,"SMITH RIVER AT EDEN, NC",03,543.9153,0.0110
02074218,"DAN RIVER NEAR MAYFIELD, NC",03,1776.2250,0.0010
02074500,"SANDY RIVER NEAR DANVILLE, VA",03,111.4018,0.0036
02075000,"DAN RIVER AT DANVILLE, VA",03,2061.0987,0.0005
02075045,"DAN RIVER AT STP NEAR DANVILLE, VA",03,2117.0936,0.0005
02075160,"MOON CREEK NEAR YANCEYVILLE, NC",03,32.7902,0.0003
02075500,"DAN RIVER AT PACES, VA",03,2588.0520,0.0004
02076000,"DAN RIVER AT SOUTH BOSTON, VA",03,2763.2565,0.0005
02076500,"GEORGES CREEK NEAR GRETNA, VA",03,9.6929,0.0559
02077000,"BANISTER RIVER AT HALIFAX, VA",03,546.4534,0.0010
02077200,"HYCO CREEK NEAR LEASBURG, NC",03,46.9862,0.0237
02077230,"SOUTH HYCO CREEK NR HESTERS STORE, NC",03,31.9698,0.0692
02077240,"DOUBLE CREEK NEAR ROSEVILLE, NC",03,7.4794,0.0013
02077250,"SOUTH HYCO CREEK NEAR ROSEVILLE, NC",03,56.4970,0.0001
02077280,"HYCO LAKE AT DAM NR ROXBORO, NC",03,197.2656,0.0437
02077300,"HYCO RIVER AT MCGHEES MILL, NC",03,198.6910,0.0403
02077303,"HYCO R BL ABAY D NR MCGEHEES MILL, NC",03,203.3741,0.0068
02077500,"HYCO RIVER NEAR DENNISTON, VA",03,288.3371,0.0012
02077660,"MAYO CREEK NEAR WOODSDALE, NC",03,52.3438,0.0068
02077670,"MAYO CR NR BETHEL HILL, NC",03,53.0252,0.0089
02078000,"HYCO RIVER NEAR OMEGA, VA",03,411.3455,0.0016
02079500,"ROANOKE RIVER AT BUGGS ISLAND, VA",03,7870.0852,0.0005
02079640,"ALLEN CREEK NEAR BOYDTON, VA",03,53.5732,0.0014
02080500,"ROANOKE RIVER AT ROANOKE RAPIDS, NC",03,8474.5500,0.0108
02081000,"ROANOKE RIVER NEAR SCOTLAND NECK, NC",03,8759.7097,0.0102
02081022,"ROANOKE RIVER NEAR OAK CITY, NC",03,8902.9318,0.0105
02081028,"ROANOKE RIVER AB SR1100 NR GRABTOWN, NC",03,8997.3494,0.0121
02081054,"ROANOKE RIVER AT WILLIAMSTON, NC",03,9122.8638,0.0058
02081094,"ROANOKE R AT JAMESVILLE, NC",03,9328.3489,0.0085
02081190,"TAR RIVER NR BEREA, NC",03,25.8758,0.0345
02081500,"TAR RIVER NEAR TAR RIVER, NC",03,166.5627,0.0026
02081510,"FOUNDRY BRANCH AT MOUTH NEAR OXFORD, NC",03,4.8558,0.0012
02081511,"FISHING CREEK NR OXFORD, NC",03,6.8132,0.0245
02081740,"TAR RIVER AT LOUISBURG, NC",03,434.2350,0.0122
02081747,"TAR R AT US 401 AT LOUISBURG, NC",03,435.1822,0.0192
02081800,"CEDAR CREEK NEAR LOUISBURG, NC",03,48.2737,0.0099
02082000,"TAR RIVER NEAR NASHVILLE, NC",03,708.0164,0.0100
02082500,"SAPONY CREEK NEAR NASHVILLE, NC",03,65.6457,0.0131
02082506,"TAR R BL TAR R RESERVOIR NR ROCKY MOUNT, NC",03,783.8891,0.0089
02082576,"STONY CREEK NEAR ROCKY MOUNT, NC",03,114.0334,0.0182
02082585,"TAR RIVER AT NC 97 AT ROCKY MOUNT, NC",03,932.6295,0.0082
02082610,"TAR RIVER NEAR ROCKY MOUNT, NC",03,956.1980,0.0282
02082731,"DEVILS CRADLE CREEK AT SR1412 NEAR ALERT, NC",03,13.5292,0.0096
02082770,"SWIFT CREEK AT HILLIARDSTON, NC",03,165.3747,0.0038
02082950,"LITTLE FISHING CREEK NEAR WHITE OAK, NC",03,177.9354,0.0053
02083000,"FISHING CREEK NEAR ENFIELD, NC",03,529.6342,0.0069
02083500,"TAR RIVER AT TARBORO, NC",03,2224.4107,0.0190
02083640,"TOWN CREEK AT US 258 NEAR PINETOPS, NC",03,193.3841,0.0178
02083800,"CONETOE CREEK NEAR BETHEL, NC",03,72.2956,0.0743
02083893,"TAR RIVER AT US 264 BYPASS NR ROCK SPRINGS, NC",03,2657.3742,0.0139
02084000,"TAR RIVER AT GREENVILLE, NC",03,2696.5634,0.0137
02084160,"CHICOD CR AT SR1760 NEAR SIMPSON, NC",03,43.0908,0.0424
02084164,"JUNIPER BRANCH AT SR1766 NR SIMPSON, NC",03,7.5596,0.0080
02084173,"TAR RIVER AT SR 1565 NEAR GRIMESLAND, NC",03,2898.6782,0.0142
02084472,"PAMLICO RIVER AT WASHINGTON, NC",03,3169.6922,0.0095
02084540,"DURHAM CREEK AT EDWARD, NC",03,25.6045,0.0152
02084903,"SEVENMILE CREEK TRIB AT SR1120 NR BUCKHORN, NC",03,1.3945,0.0407
02084905,"SEVENMILE CREEK TRIB AT SR1144 NR MILES, NC",03,1.5356,0.0219
02084909,"SEVENMILE CREEK NR EFLAND, NC",03,13.9236,0.0125
02085000,"ENO RIVER AT HILLSBOROUGH, NC",03,65.9943,0.0001
02085039,ENO RIVER AT COLE MILL RD NR HUCKLEBERRY SPRING,03,120.9818,0.0016
02085070,"ENO RIVER NEAR DURHAM, NC",03,141.9938,0.0070
02085220,"LITTLE RIVER NEAR ORANGE FACTORY, NC",03,80.3557,0.0006
02085430,"DEEP CREEK NEAR MORIAH, NC",03,32.0883,0.0075
02085500,"FLAT RIVER AT BAHAMA, NC",03,148.7695,0.0015
02086000,"DIAL CREEK NEAR BAHAMA, NC",03,4.7412,0.0024
02086500,"FLAT RIVER AT DAM NEAR BAHAMA, NC",03,167.8557,0.0009
02086624,"KNAP OF REEDS CREEK NEAR BUTNER, NC",03,41.9181,0.0252
02086750,"ELLERBE CREEK AT CLUB BOULEVARD AT DURHAM, NC",03,5.9355,0.0124
02086849,"ELLERBE CREEK NEAR GORMAN, NC",03,22.0055,0.0048
02087000,"NEUSE RIVER NEAR NORTHSIDE, NC",03,534.3684,0.0012
02087005,"LITTLE LICK CREEK AT NC HWY 98 AT OAK GROVE, NC",03,3.8665,0.0453
02087182,"FALLS LAKE ABOVE DAM NR FALLS, NC",03,771.5626,0.0007
02087183,"NEUSE RIVER NEAR FALLS, NC",03,771.5647,0.0007
02087190,"NEUSE RIVER NEAR NEUSE, NC",03,792.0868,0.0001
02087275,"CRABTREE CREEK AT HWY 70 AT RALEIGH, NC",03,97.9105,0.0032
02087304,"SW PRONG BEAVERDAM CREEK AT RALEIGH, NC",03,3.2077,0.0415
02087307,"BEAVERDM CREEK AT GLENWOOD AVENUE AT RALEIGH, NC",03,3.0458,0.0512
02087322,"CRABTREE CR AT OLD WAKE FOREST RD AT RALEIGH, NC",03,120.3896,0.0117
02087324,"CRABTREE CREEK AT US 1 AT RALEIGH, NC",03,121.6913,0.0057
02087359,"WALNUT CREEK AT SUNNYBROOK DRIVE NR RALEIGH, NC",03,29.8355,0.0288
02087414,"NEUSE R TRIB AT NRWWTP (EASTERN STE) NR AUBURN, NC",03,0.5209,0.0017
02087500,"NEUSE RIVER NEAR CLAYTON, NC",03,1153.4677,0.0030
02087570,"NEUSE RIVER AT SMITHFIELD, NC",03,1209.9379,0.0033
02087580,"SWIFT CREEK NEAR APEX, NC",03,20.9856,0.0007
02087733,"SWIFT CREEK AT SR1555 NEAR CLAYTON, NC",03,113.5020,0.0017
02088000,"MIDDLE CREEK NEAR CLAYTON, NC",03,83.4793,0.0002
02088090,"BLACK CREEK NEAR FOUR OAKS, NC",03,81.9194,0.0002
02088270,"MILL CREEK AT COX MILL, NC",03,177.7189,0.0579
02088315,"BEAVERDAM CREEK NEAR GRANTHAM, NC",03,5.0233,0.0027
02088383,"LITTLE RIVER NEAR ZEBULON, NC",03,56.1665,0.0212
02088470,"LITTLE RIVER NEAR KENLY, NC",03,189.0752,0.0101
02088500,"LITTLE RIVER NEAR PRINCETON, NC",03,229.4348,0.0111
02088632,"LITTLE RIVER AT NC581 NR GOLDSBORO, NC",03,314.5771,0.0018
02088682,"BIG DITCH AT RETHA ST AT GOLDSBORO, NC",03,2.4352,0.0101
02089000,"NEUSE RIVER NEAR GOLDSBORO, NC",03,2402.5125,0.0015
02089216,"DAILEYS CREEK NEAR LIDDELL, NC",03,3.8078,0.0021
02089500,"NEUSE RIVER AT KINSTON, NC",03,2708.2634,0.0060
02090380,"CONTENTNEA CREEK NEAR LUCAMA, NC",03,159.3217,0.0104
02090500,"CONTENTNEA CREEK NEAR WILSON, NC",03,235.4568,0.0023
02090512,"HOMINY SWAMP AT PHILLIPS ST. AT WILSON, NC",03,8.3721,0.0210
02090625,"TURNER SWAMP NEAR EUREKA, NC",03,2.0783,0.0103
02090960,"NAHUNTA SWAMP NEAR PIKEVILLE, NC",03,19.3931,0.0207
02091000,"NAHUNTA SWAMP NEAR SHINE, NC",03,80.0492,0.0044
02091700,"LITTLE CONTENTNEA CREEK NEAR FARMVILLE, NC",03,95.6786,0.0255
02091736,"MIDDLE SWAMP NEAR FARMVILLE, NC",03,51.5355,0.0396
02091737,"LITTLE CONTENTNEA CREEK NR WILLOW GREEN, NC",03,153.2806,0.0571
02091814,"NEUSE RIVER NEAR FORT BARNWELL, NC",03,3945.8977,0.0118
02091970,"CREEPING SWAMP NEAR VANCEBORO, NC",03,29.2993,0.0852
02092000,"SWIFT CREEK NEAR VANCEBORO, NC",03,184.7250,0.0150
02092020,"PALMETTO SWAMP NEAR VANCEBORO, NC",03,25.7129,0.0714
02092162,"NEUSE RIVER AT NEW BERN, NC",03,4489.9350,0.0045
02092500,"TRENT RIVER NEAR TRENTON, NC",03,167.9419,0.0003
02092554,"TRENT R AT POLLOCKSVILLE, NC",03,376.2205,0.0168
02093032,"NEW RIVER BELOW HWY17 BRIDGE AT JACKSONVILLE, NC",03,151.7468,0.0932
02093229,"HEWLETTS CR AT SR1102 NEAR WILMINGTON, NC",03,2.1006,0.0609
02093500,"HAW RIVER NEAR BENAJA, NC",03,168.3144,0.0019
02093800,"REEDY FORK NEAR OAK RIDGE, NC",03,20.5850,0.0007
02093877,"BRUSH CREEK AT MUIRFIELD RD AT GREENSBORO, NC",03,5.2923,0.0015
02094000,"HORSEPEN CR AT BATTLE GROUND, NC",03,16.3372,0.0275
02094412,"REEDY FORK NR BROWNS SUMMIT, NC",03,127.6390,0.0211
02094500,"REEDY FORK NEAR GIBSONVILLE, NC",03,131.5455,0.0042
02094659,"SOUTH BUFFALO CREEK NR POMONA, NC",03,7.4234,0.0127
02094770,"SOUTH BUFFALO CREEK AT US 220 AT GREENSBORO, NC",03,15.6054,0.0133
02094775,"RYAN CREEK BELOW US 220 AT GREENSBORO, NC",03,3.7935,0.0792
02095000,"SOUTH BUFFALO CR NEAR GREENSBORO, NC",03,34.2538,0.0075
02095181,"N BUFFALO CR AT WESTOVER TERRACE AT GREENSBORO, NC",03,9.5928,0.0045
02095271,"NORTH BUFFALO CREEK AT CHURCH ST AT GREENSBORO, NC",03,14.5685,0.0260
02095500,"NORTH BUFFALO CREEK NEAR GREENSBORO, NC",03,37.0918,0.0002
02096000,"STONY CREEK NEAR BURLINGTON, NC",03,46.4566,0.0511
02096500,"HAW RIVER AT HAW RIVER, NC",03,603.0029,0.0049
02096700,"BIG ALAMANCE CREEK NEAR ELON COLLEGE, NC",03,116.0700,0.0006
02096842,"CANE CREEK UPSTREAM SR1126 NR BUCKHORN, NC",03,0.5918,0.0754
02096845,"CANE CREEK NEAR BUCKHORN, NC",03,1.0108,0.0108
02096846,"CANE CREEK NEAR ORANGE GROVE, NC",03,7.5558,0.0021
02096850,"CANE CREEK NEAR TEER, NC",03,33.5265,0.0051
02096960,"HAW RIVER NEAR BYNUM, NC",03,1273.2631,0.0014
02097229,"SANDY CREEK AT CORNWALLIS RD NEAR DURHAM, NC",03,4.7252,0.0118
02097243,"THIRD FORK CREEK AT DURHAM, NC",03,1.7573,0.0460
02097280,"THIRD FORK CR AT WOODCROFT PARKWAY NR BLANDS, NC",03,14.8253,0.0024
02097314,"NEW HOPE CREEK NEAR BLANDS, NC",03,76.1914,0.0038
02097355,"BOLIN CREEK AB FRANKLIN ST NEAR CHAPEL HILL, NC",03,10.4987,0.0047
02097413,"NORTHEAST CREEK TRIB AT SR1182 NR LOWES GROVE, NC",03,3.0294,0.0679
02097464,"MORGAN CREEK NEAR WHITE CROSS, NC",03,8.4850,0.0162
02097500,"MORGAN CR BL UNIVERSITY LK DAM NR CHAPEL HILL, NC",03,30.1545,0.0018
02097517,"MORGAN CREEK NEAR CHAPEL HILL, NC",03,41.2561,0.0062
02098000,"NEW HOPE RIVER NEAR PITTSBORO, NC",03,285.3664,0.0013
02098197,"B. EVERETT JORDAN LAKE AT DAM NR MONCURE, NC",03,1687.4990,0.0009
02098198,"HAW R BELOW B. EVERETT JORDAN DAM NR MONCURE, NC",03,1687.5244,0.0009
02098200,"HAW RIVER NEAR HAYWOOD, NC",03,1688.0241,0.0006
02098500,"WEST FORK DEEP RIVER NR HIGH POINT, NC",03,32.8955,0.0248
02099000,"EAST FORK DEEP RIVER NEAR HIGH POINT, NC",03,14.5220,0.0188
02099238,"BULL RUN AT NC 29/70 NR JAMESTOWN, NC",03,7.0641,0.0194
02099480,"RICHLAND CREEK NR ARCHDALE, NC",03,12.8856,0.0210
02099500,"DEEP RIVER NEAR RANDLEMAN, NC",03,126.4575,0.0117
02100000,"MUDDY CK NR ARCHDALE, NC",03,16.7549,0.0033
02100294,"HASKETTS CR BELOW PENWOOD BRANCH NR ASHEBORO, NC",03,12.1458,0.0337
02100295,"HASKETTS CR BELOW SR2149 NEAR CENTRAL FALLS, NC",03,11.1391,0.0520
02100500,"DEEP RIVER AT RAMSEUR, NC",03,355.4187,0.0184
02100634,"VESTAL CREEK NR ASHEBORO, NC",03,6.3935,0.0068
02101726,"ROCKY R AT US 64 NEAR SILER CITY, NC",03,68.9511,0.0037
02101800,"TICK CREEK NEAR MOUNT VERNON SPRINGS, NC",03,15.2962,0.0132
02102000,"DEEP RIVER AT MONCURE, NC",03,1444.0138,0.0070
02102192,"BUCKHORN CREEK NR CORINTH, NC",03,75.9922,0.0040
02102500,"CAPE FEAR RIVER AT LILLINGTON, NC",03,3473.0962,0.0026
02102897,"LOWER LITTLE RIVER AT SR2023 NEAR LOBELIA, NC",03,112.4432,0.0222
02102908,"FLAT CREEK NEAR INVERNESS, NC",03,7.6159,0.0018
02103000,"LITTLE RIVER AT MANCHESTER, NC",03,345.7046,0.0066
02103500,"LITTLE RIVER AT LINDEN, NC",03,456.1592,0.0062
02103671,"CAPE FEAR RIVER AT US 301 AT FAYETTEVILLE, NC",03,4355.9630,0.0009
02104000,"CAPE FEAR RIVER AT FAYETTEVILLE, NC",03,4395.7023,0.0002
02104220,"ROCKFISH CREEK AT RAEFORD, NC",03,93.3521,0.0027
02104387,"BUCKHEAD CREEK NEAR OWENS, NC",03,2.8074,0.0150
02104390,"LITTLE ROCKFISH CREEK AT HOPE MILLS, NC",03,95.2981,0.0083
02105500,"CAPE FEAR R AT WILM O HUSKE LOCK NR TARHEEL, NC",03,4861.7423,0.0020
02105524,"ELLIS CREEK TRIB AT SR1325 NEAR WHITE OAK, NC",03,1.7246,0.0472
02105769,"CAPE FEAR R AT LOCK #1 NR KELLY, NC",03,5274.0104,0.0036
02105900,"HOOD CREEK NEAR LELAND, NC",03,20.3104,0.0597
02106000,"LITTLE COHARIE CREEK NEAR ROSEBORO, NC",03,96.6265,0.0412
02106500,"BLACK RIVER NEAR TOMAHAWK, NC",03,679.2933,0.0049
02106681,"BLACK RIVER NEAR DUNN, NC",03,48.6340,0.0069
02107500,"COLLY CREEK NEAR KELLY, NC",03,100.4917,0.0695
02107600,"NORTHEAST CAPE FEAR RIVER NEAR SEVEN SPRINGS, NC",03,48.1850,0.0144
02108500,"ROCKFISH CREEK NEAR WALLACE, NC",03,68.0941,0.0174
02108548,"LITTLE ROCKFISH CREEK AT WALLACE, NC",03,8.6671,0.1112
02108566,"NORTHEAST CAPE FEAR R NR BURGAW, NC",03,1010.4835,0.0984
02109500,"WACCAMAW RIVER AT FREELAND, NC",03,688.7113,0.0128
02110500,"WACCAMAW RIVER NEAR LONGS, SC",03,1106.5736,0.0031
02110701,"CRABTREE SWAMP AT CONWAY, SC",03,19.1325,0.0749
02110704,"WACCAMAW RIVER AT CONWAY MARINA AT CONWAY, SC",03,1424.5366,0.0107
02111000,"YADKIN RIVER AT PATTERSON, NC",03,29.0074,0.0072
02111180,"ELK CREEK AT ELKVILLE, NC",03,50.3861,0.0101
02111391,"YADKIN RIVER BL W KERR SCOTT DAM NEAR BUCK, NC",03,365.4174,0.0043
02111500,"REDDIES RIVER AT NORTH WILKESBORO, NC",03,90.2164,0.0114
02112000,"YADKIN RIVER AT WILKESBORO, NC",03,502.2436,0.0035
02112120,"ROARING RIVER NEAR ROARING RIVER, NC",03,127.4906,0.0040
02112250,"YADKIN RIVER AT ELKIN, NC",03,866.8770,0.0010
02112360,"MITCHELL RIVER NEAR STATE ROAD, NC",03,79.2649,0.0059
02112500,"FISHER RIVER NEAR DOBSON, NC",03,116.1409,0.0012
02113000,"FISHER RIVER NEAR COPELAND, NC",03,126.8231,0.0092
02113500,"YADKIN RIVER AT SILOAM, NC",03,1224.8901,0.0009
02113515,"HOGAN CREEK AT SR 2038 NEAR SILOAM, NC",03,3.4169,0.0292
02113716,"PAULS CREEK ABOVE SR 1625 NEAR PINE RIDGE, NC",03,20.7295,0.0014
02113850,"ARARAT RIVER AT ARARAT, NC",03,230.4196,0.0025
02113972,"BULL CREEK AT ASH HILL, NC",03,3.2216,0.0238
02114450,"LITTLE YADKIN RIVER AT DALTON, NC",03,42.7962,0.0001
02115360,"YADKIN RIVER AT ENON, NC",03,1694.9343,0.0006
02115500,"FORBUSH CREEK NEAR YADKINVILLE, NC",03,23.1849,0.0491
02115750,"MUDDY CREEK NR LEWISVILLE, NC",03,86.8933,0.0494
02115800,"SILAS CREEK NEAR CLEMMONS, NC",03,11.9061,0.0090
02115850,"SALEM CREEK AT WINSTON-SALEM, NC",03,51.3239,0.0005
02115856,"SALEM CREEK NR ATWOOD, NC",03,64.4754,0.0171
02115860,"MUDDY CREEK NEAR MUDDY CREEK, NC",03,182.4680,0.0190
02115900,"SOUTH FORK MUDDY CREEK NR CLEMMONS, NC",03,42.3889,0.0119
02116500,"YADKIN RIVER AT YADKIN COLLEGE, NC",03,2278.8370,0.0005
02117000,"DUTCHMAN CREEK NEAR CORNATZER, NC",03,84.1968,0.0047
02117030,"HUMPY CREEK NEAR FORK, NC",03,1.0039,0.0439
02117500,"ROCKY CREEK AT TURNERSBURG, NC",03,100.5838,0.0041
02118000,"SOUTH YADKIN RIVER NEAR MOCKSVILLE, NC",03,304.9683,0.0034
02118500,"HUNTING CREEK NEAR HARMONY, NC",03,154.6435,0.0023
02119000,"SOUTH YADKIN RIVER AT COOLEEMEE, NC",03,563.0415,0.0105
02119400,"THIRD CREEK NR STONY POINT, NC",03,4.9010,0.0126
02120500,"THIRD CREEK AT CLEVELAND, NC",03,88.2958,0.0103
02120780,"SECOND CREEK NEAR BARBER, NC",03,117.7234,0.0023
02121180,"NORTH POTTS CREEK AT LINWOOD, NC",03,9.6185,0.0002
02121493,"LEONARD CREEK NEAR BETHESDA, NC",03,5.0984,0.0119
02121500,"ABBOTTS CREEK AT LEXINGTON, NC",03,175.3820,0.0079
02122500,"YADKIN RIVER AT HIGH ROCK, NC",03,3974.2671,0.0064
02123000,"UWHARRIE RIVER NEAR TRINITY, NC",03,10.7176,0.0515
02123500,"UWHARRIE RIVER NEAR ELDORADO, NC",03,356.1971,0.0415
02123567,"DUTCHMANS CREEK NR UWHARRIE, NC",03,3.4690,0.0084
02123784,"PEE DEE R AT HWY731 BL LK TILLERY NR NORWOOD, NC",03,4657.2549,0.0078
02124080,"CLARKE CREEK NEAR HARRISBURG, NC",03,21.9687,0.0031
02124269,"BACK CR AT SR1173 NEAR HARRISBURG, NC",03,7.5106,0.0081
02124306,"MCKEE CREEK AT SR2804 NR WILGROVE, NC",03,5.8364,0.0133
02124471,"DUTCH BUFFALO CR AT NC 49 NR MOUNT PLEASANT, NC",03,43.9988,0.0244
02124674,"GOOSE CR AT SR1524 NEAR INDIAN TRAIL, NC",03,8.6445,0.0170
02124692,"GOOSE CR AT FAIRVIEW, NC",03,23.7325,0.0111
02124742,"ROCKY RIVER NR STANFIELD, NC",03,627.7966,0.0003
02125000,"BIG BEAR CR NR RICHFIELD, NC",03,55.8107,0.0038
02125500,"RICHARDSON CR NR MARSHVILLE, NC",03,165.3628,0.0273
02125557,"GOURDVINE CREEK AT SR1715 NEAR OLIVE BRANCH, NC",03,8.5215,0.0261
02125696,"LANE CREEK AT SR2115 NEAR TRINITY, NC",03,4.0302,0.0126
02125699,"WICKER BRANCH AT SR1940 NEAR TRINITY, NC",03,5.8024,0.0047
02125816,"LANE'S CR NR MARSHVILLE, NC",03,88.9265,0.0128
02126000,"ROCKY RIVER NEAR NORWOOD, NC",03,1377.5306,0.0040
02126500,"LITTLE BROWN CREEK NEAR POLKTON, NC",03,14.1095,0.0451
02127000,"BROWN CREEK NEAR POLKTON, NC",03,107.6364,0.0215
02127500,"PEE DEE R NR ANSONVILLE, NC",03,6323.5438,0.0010
02128000,"LITTLE RIVER NEAR STAR, NC",03,105.5890,0.0039
02129000,"PEE DEE R NR ROCKINGHAM, NC",03,6881.0668,0.0026
02129500,"NORTH FORK JONES CREEK NR WADESBORO, NC",03,9.3874,0.0045
02129590,"WHITES CREEK NEAR WALLACE, SC",03,26.5131,0.0043
02130500,"JUNIPER CREEK NEAR CHERAW, S. C.",03,63.5917,0.0064
02130561,"PEE DEE RIVER NR BENNETTSVILLE, S C",03,7778.9004,0.0235
02130600,"CEDAR CREEK AT SOCIETY HILL, S.C.",03,58.5420,0.0059
02130900,"BLACK CREEK NEAR MCBEE, S. C.",03,107.2938,0.0065
02130980,"BLACK CREEK NEAR QUINBY, SC",03,439.2069,0.0028
02131000,"PEE DEE RIVER AT PEEDEE, SC",03,8819.0140,0.0012
02131110,"JEFFRIES CREEK ABOVE FLORENCE, SC",03,43.4057,0.0685
02131150,"CATFISH CANAL AT SELLERS, SC",03,26.7150,0.0250
02131250,LYNCHES RIVER NEAR PAGELAND S C,03,75.0040,0.0251
02131309,"FORK CREEK AT JEFFERSON, SC",03,24.4828,0.0075
02131320,"LITTLE FORK CREEK AT JEFFERSON, SC",03,15.3351,0.0223
02131472,"HANGING ROCK CREEK NR KERSHAW, SC",03,23.2808,0.0259
02131500,"LYNCHES RIVER NEAR BISHOPVILLE, S. C.",03,664.2574,0.0159
02132320,"BIG SHOE HEEL CREEK NR LAURINBURG, NC",03,81.8266,0.0177
02132500,"LITTLE PEE DEE RIVER NEAR DILLON, S. C.",03,527.5816,0.0068
02133500,"DROWNING CREEK NEAR HOFFMAN, NC",03,182.2887,0.0039
02133624,"LUMBER RIVER NEAR MAXTON, NC",03,365.2881,0.0008
02133651,"LUMBER RIVER AT STATE HIGHWAY 710 NR PEMBROKE, NC",03,423.6087,0.0086
02134170,"LUMBER RIVER AT LUMBERTON, NC",03,712.5206,0.0064
02134480,"BIG SWAMP NR TARHEEL, NC",03,222.8554,0.0268
02134500,"LUMBER RIVER AT BOARDMAN, NC",03,1226.6334,0.0011
02135000,"LITTLE PEE DEE R. AT GALIVANTS FERRY, S.C.",03,2801.6280,0.0042
02135060,"CHINNERS SWAMP NEAR AYNOR, SC",03,23.9261,0.0274
02135200,"PEE DEE RIVER AT HWY 701 NR BUCKSPORT, SC",03,14059.0194,0.0029
02135300,"SCAPE ORE SWAMP NEAR BISHOPVILLE, S. C.",03,94.4561,0.0161
02135517,"POCOTALIGO RIVER AT SUMTER, SC",03,137.5011,0.0261
02135520,"TURKEY CREEK (HWY 521) AT SUMTER, SC",03,9.9535,0.0106
02135600,POCOTALIGO R NR SUMTER S C,03,175.0658,0.0537
02135625,"POCOTALIGO RIVER AT MANNING, SC",03,300.4722,0.0181
02136000,"BLACK RIVER AT KINGSTREE, SC",03,1239.9281,0.0096
02137000,"MILL CREEK AT OLD FORT, NC",03,20.7518,0.0054
02137727,"CATAWBA R NR PLEASANT GARDENS, NC",03,127.2369,0.0098
02138000,"CATAWBA RIVER NEAR MARION, NC",03,175.1892,0.0185
02138500,"LINVILLE RIVER NEAR NEBO, NC",03,67.3839,0.0103
02139200,"BAILEY FORK NEAR MORGANTON, NC",03,7.0721,0.1002
02140991,"JOHNS RIVER AT ARNEYS STORE, NC",03,201.5390,0.0027
02141150,"LOWER CREEK AT MULBERRY ST AT LENOIR, NC",03,28.3684,0.0081
02141245,"LOWER CREEK NR SR1501 NEAR MORGANTON, NC",03,83.0042,0.0726
02142000,"LOWER LITTLE RIVER NR ALL HEALING SPRINGS, NC",03,27.9754,0.0080
02142500,"CATAWBA RIVER AT CATAWBA, NC",03,1458.9350,0.0496
02142533,"BALLS CREEK NEAR LONG ISLAND, NC",03,17.5333,0.1239
02142651,MCDWELL CR AT WESTMRLND RD NR CORNELIUS (CSW09),03,2.2278,0.0520
02142654,"MCDOWELL CREEK NR HUNTERSVILLE, NC",03,10.1286,0.0070
02142808,"CATAWBA R AT HWY 27 AT MOUNT HOLLY, NC (MTN17)",03,2009.7856,0.0001
02142900,"LONG CREEK NEAR PAW CREEK, NC",03,16.4568,0.0035
02142914,"GUM BRANCH NEAR THRIFT, NC",03,5.5001,0.0417
02143000,"HENRY FORK NEAR HENRY RIVER, NC",03,83.6572,0.0055
02143040,"JACOB FORK AT RAMSEY, NC",03,25.6917,0.0003
02143500,"INDIAN CREEK NEAR LABORATORY, NC",03,69.5922,0.0057
